ID|LABEL|POLICY_ID|CLAIM_ID|PROVIDER_ID|AMOUNT|LICENSE_NUMBER|INSURED_SEX|INSURED_EDUCATION_LEVEL|INSURED_OCCUPATION|INSURED_HOBBIES|INSURED_RELATIONSHIP|INCIDENT_DATE|INCIDENT_TYPE|INCIDENT_CITY|INCIDENT_STATE|INCIDENT_SEVERITY|AUTHORITIES_CONTACTED|POLICE_REPORT_AVAILABLE
M_45.33.1|mbr|Q_45.33||P_493|826.23|SI3 B5V|3|||||2021-07-19|11|Davidside|SD|3|0|1
M_45.34.0|mbr|Q_45.34||P_375|559.24|4SZ W31|3|||||2022-03-28|11|Jesseburgh|ND|6|0|0
M_45.35.0|mbr|Q_45.35||P_295|461.87|POW 483|2|||||2021-05-21|8|South Sheryl|AR|1|0|0
M_45.35.1|mbr|Q_45.35||P_276|223.26|ELP 917|0|||||2021-02-08|2|Haynestown|MD|4|1|0
M_45.35.2|mbr|Q_45.35||P_398|116.86|66-E855|3|||||2022-02-10|2|Weberville|NY|4|1|0
M_45.36.0|mbr|Q_45.36||P_219|668.57|0728 NG|0|||||2021-01-31|10|North Michaelshire|ID|5|1|0
M_45.36.1|mbr|Q_45.36||P_402|359.08|VPD-6505|2|||||2021-10-01|6|Crawfordtown|TX|0|0|1
M_45.37.0|mbr|Q_45.37||P_470|189.87|FF 3805|0|||||2021-10-27|5|Port Carolyn|MA|1|0|0
M_45.38.0|mbr|Q_45.38||P_364|258.08|1VT 683|2|||||2021-06-17|3|Port Steven|IA|5|1|0
M_45.38.1|mbr|Q_45.38||P_243|334.46|32T•844|0|||||2021-03-31|1|East Nathaniel|OK|4|0|0
M_45.39.0|mbr|Q_45.39||P_398|323.79|468-827|0|||||2022-03-20|12|Nicholastown|DC|6|0|1
M_45.39.1|mbr|Q_45.39||P_301|437.31|3227 CT|3|||||2022-04-11|12|Port Michael|NC|0|1|0
M_45.41.0|mbr|Q_45.41||P_354|911.35|NEB 741|3|||||2022-02-06|8|Port Amberfurt|KY|0|1|0
M_45.41.1|mbr|Q_45.41||P_488|370.46|G 790994|3|||||2021-07-01|5|Claytonmouth|OH|2|0|1
M_45.41.2|mbr|Q_45.41||P_421|470.2|38S•801|1|||||2021-04-10|10|Lake Donald|MD|5|0|0
M_45.42.0|mbr|Q_45.42||P_365|231.85|5H 80209|2|||||2021-06-01|13|Robinsonview|OH|3|0|1
M_45.42.1|mbr|Q_45.42||P_55|505.83|4RF70|2|||||2022-01-17|8|New Eric|NJ|3|0|1
M_45.44.0|mbr|Q_45.44||P_493|629.7|TLG-942|1|||||2021-03-17|9|West Catherine|LA|6|0|0
M_45.44.1|mbr|Q_45.44||P_432|453.93|LLI 968|3|||||2022-02-23|7|North Tammy|TX|0|1|0
M_45.44.2|mbr|Q_45.44||P_26|342.96|880-006|2|||||2021-01-21|12|West Justinburgh|DE|1|0|1
M_45.45.0|mbr|Q_45.45||P_480|435.53|WT 42471|3|||||2021-06-23|3|Rosalesport|MN|4|0|1
M_45.45.1|mbr|Q_45.45||P_44|332.4|L56 5UX|3|||||2021-01-17|6|Jamesmouth|MT|5|0|1
M_45.45.2|mbr|Q_45.45||P_97|685.57|ZND 828|0|||||2022-04-08|6|Port Tara|VT|3|0|1
M_45.46.0|mbr|Q_45.46||P_442|840.16|118 RK8|3|||||2021-01-27|3|Ronaldshire|AZ|0|1|1
M_45.46.1|mbr|Q_45.46||P_488|965.6|11-2206V|2|||||2021-02-09|3|Williamsport|DC|0|1|0
M_45.47.0|mbr|Q_45.47||P_312|105.45|ZRA 085|0|||||2021-05-18|7|West Christophermouth|DC|6|0|1
M_45.50.0|mbr|Q_45.50||P_257|687.21|4-9397E|2|||||2022-01-16|10|Leonardland|AK|3|1|0
M_45.50.1|mbr|Q_45.50||P_206|803.63|SEW-7077|1|||||2021-05-30|10|Kathystad|DE|0|1|1
M_45.50.2|mbr|Q_45.50||P_408|664.42|23B X61|1|||||2021-04-14|4|West Samantha|CO|1|0|0
M_45.52.0|mbr|Q_45.52||P_177|417.31|JZH 953|2|||||2021-03-29|8|Jacobville|AZ|6|0|0
M_45.52.1|mbr|Q_45.52||P_414|787.23|5B XB904|3|||||2021-12-11|0|Zacharyview|KY|0|1|0
M_45.52.2|mbr|Q_45.52||P_413|727.52|9X 6U7EUD|0|||||2021-10-01|0|Johnsonfort|MN|0|0|0
M_45.53.0|mbr|Q_45.53||P_60|824.79|8FE G45|0|||||2021-01-16|4|Jameshaven|IA|4|0|1
M_45.53.1|mbr|Q_45.53||P_461|322.32|63J 9553|0|||||2021-06-29|3|Lawrencestad|WY|1|1|0
M_45.57.0|mbr|Q_45.57||P_44|773.73|946-JCA|3|||||2021-08-09|5|Perezborough|DE|0|1|0
M_45.57.1|mbr|Q_45.57||P_21|706.76|27YV1|3|||||2021-07-27|3|East Brittany|WY|5|0|0
M_45.57.2|mbr|Q_45.57||P_280|433.76|YND-6071|3|||||2022-04-09|10|East Scott|MA|1|0|0
M_45.58.0|mbr|Q_45.58||P_204|919.56|5IE2066|3|||||2021-01-14|7|Terryview|SC|4|1|0
M_45.58.1|mbr|Q_45.58||P_7|626.79|676217|3|||||2021-10-21|1|Powellland|CO|1|1|0
M_45.58.2|mbr|Q_45.58||P_356|209.41|LYT 460|1|||||2021-11-26|5|New Jacquelineville|TX|2|0|1
M_45.59.0|mbr|Q_45.59||P_122|936.34|0FN 466|3|||||2022-04-04|3|North Timothy|AR|1|1|1
M_45.59.1|mbr|Q_45.59||P_63|237.03|HVF-1793|0|||||2021-09-27|7|Robertport|TX|3|0|0
M_45.59.2|mbr|Q_45.59||P_244|613.89|52H B48|1|||||2021-02-18|3|East Cristinamouth|AK|2|0|1
M_45.61.0|mbr|Q_45.61||P_81|224.0|046 2ZE|2|||||2021-02-08|6|Carlsonmouth|IL|2|1|1
M_45.61.1|mbr|Q_45.61||P_186|599.31|769 8MY|1|||||2021-08-18|12|Bradleyburgh|WY|3|0|0
M_45.62.0|mbr|Q_45.62||P_183|369.22|626-RWT|2|||||2021-08-02|11|New William|HI|0|1|0
M_45.63.0|mbr|Q_45.63||P_166|886.45|763-HRM|0|||||2021-07-29|12|Feliciaport|NJ|5|1|0
M_45.63.1|mbr|Q_45.63||P_94|362.03|E84-56W|3|||||2021-10-08|1|Jenniferstad|CA|5|0|1
M_45.63.2|mbr|Q_45.63||P_401|426.19|JED3981|1|||||2021-12-26|4|Lake Robertshire|NY|4|1|0
M_45.64.0|mbr|Q_45.64||P_314|233.97|88MH696|2|||||2022-02-19|5|Smithview|GA|6|0|1
M_45.64.1|mbr|Q_45.64||P_340|243.21|VGO 248|1|||||2021-05-10|10|North Brent|CT|4|1|1
M_45.65.0|mbr|Q_45.65||P_468|512.73|TEO 481|3|||||2021-03-19|1|Madisonburgh|TN|5|1|1
M_45.66.0|mbr|Q_45.66||P_403|147.14|10NL983|3|||||2021-02-11|13|South Rachelville|WY|0|0|0
M_45.66.1|mbr|Q_45.66||P_266|319.55|KDL 506|1|||||2022-03-12|12|New Patrick|WI|4|0|0
M_45.67.0|mbr|Q_45.67||P_467|122.78|F07 4DV|2|||||2022-04-30|1|Mcbrideland|AZ|2|0|0
M_45.68.0|mbr|Q_45.68||P_411|729.65|141 TBF|3|||||2022-04-23|9|Vaughanstad|OR|0|0|0
M_45.69.0|mbr|Q_45.69||P_138|619.12|6R 68678|1|||||2021-01-14|13|West Joshua|GA|0|0|1
M_45.69.1|mbr|Q_45.69||P_59|675.17|INW-835|3|||||2021-07-07|7|Port Lisatown|MO|4|0|0
M_45.69.2|mbr|Q_45.69||P_106|949.02|MNI 394|0|||||2021-12-09|7|South Jonathanfort|HI|2|0|1
M_45.70.0|mbr|Q_45.70||P_295|771.98|3B NZ904|3|||||2021-12-02|10|East Robert|MA|0|1|0
M_45.70.1|mbr|Q_45.70||P_120|789.71|985SR|0|||||2022-02-09|9|Evansfort|CO|6|0|1
M_45.70.2|mbr|Q_45.70||P_236|622.57|529 8AO|1|||||2021-02-27|12|New Joshuaview|IA|0|1|1
M_45.71.0|mbr|Q_45.71||P_468|241.32|UD1 6292|2|||||2021-11-28|3|Hernandezbury|LA|2|0|1
M_45.71.1|mbr|Q_45.71||P_232|117.16|PM7 9889|3|||||2021-12-23|12|South Georgemouth|NV|1|1|1
M_45.71.2|mbr|Q_45.71||P_244|101.6|HVO-7149|1|||||2022-01-26|6|Lake Angel|MT|6|0|1
M_45.72.0|mbr|Q_45.72||P_338|669.32|A 854020|3|||||2021-11-06|8|New Jeremyfurt|MT|5|1|1
M_45.73.0|mbr|Q_45.73||P_6|675.32|5E 8H7ATN|3|||||2021-04-11|4|Guzmanburgh|DC|4|0|1
M_45.73.1|mbr|Q_45.73||P_12|502.07|8-38527|0|||||2021-12-07|6|New Bettyfurt|IL|3|1|0
M_45.73.2|mbr|Q_45.73||P_409|809.16|6808|3|||||2021-03-29|13|Port Tinachester|MD|0|0|0
M_45.74.0|mbr|Q_45.74||P_273|646.78|BWC 671|0|||||2022-01-06|10|Cynthiahaven|WA|3|0|0
M_45.75.0|mbr|Q_45.75||P_159|542.82|LGM-8070|1|||||2021-06-06|12|South Kevinburgh|MA|2|1|0
M_45.76.0|mbr|Q_45.76||P_30|487.19|8IG 772|2|||||2021-09-26|5|Donaldtown|SD|0|0|0
M_45.76.1|mbr|Q_45.76||P_25|281.09|79-79745|2|||||2022-01-19|7|North Richard|WV|2|1|1
M_45.76.2|mbr|Q_45.76||P_457|703.35|39WS1|3|||||2021-11-10|9|North Matthewburgh|ME|3|0|0
M_45.79.0|mbr|Q_45.79||P_203|215.26|III-1150|2|||||2021-12-21|11|Lake Steven|SD|6|1|0
M_45.79.1|mbr|Q_45.79||P_74|778.57|1E348|3|||||2021-07-01|2|Port Joanna|PA|0|1|0
M_45.79.2|mbr|Q_45.79||P_364|743.17|47FO3|3|||||2022-04-16|13|New Madisonbury|NY|2|0|0
M_45.80.0|mbr|Q_45.80||P_233|474.47|361 FE4|1|||||2021-04-24|11|Bettychester|MN|2|0|0
M_45.82.0|mbr|Q_45.82||P_468|770.28|2-65032C|1|||||2022-03-23|12|Lake Timothy|NE|1|0|0
M_45.82.1|mbr|Q_45.82||P_200|146.98|38YI6|1|||||2021-03-08|4|East Sandyborough|CT|5|0|1
M_45.83.0|mbr|Q_45.83||P_142|199.59|BC 28707|2|||||2021-07-21|8|Reyeschester|TX|0|0|0
M_45.83.1|mbr|Q_45.83||P_447|159.78|HS 64180|3|||||2021-10-24|5|North Jacobland|OH|4|1|0
M_45.83.2|mbr|Q_45.83||P_77|291.9|101 ASL|0|||||2021-08-12|7|East Kristopherport|WY|3|0|0
M_45.85.0|mbr|Q_45.85||P_254|189.87|5DA 274|3|||||2021-11-18|6|Woodsview|WA|2|1|0
M_45.85.1|mbr|Q_45.85||P_314|139.43|Y 537890|1|||||2021-10-18|9|Smithhaven|TN|5|1|1
M_45.85.2|mbr|Q_45.85||P_494|559.51|724 2ZR|1|||||2021-09-26|12|New Kiara|WA|0|1|0
M_45.86.0|mbr|Q_45.86||P_450|407.72|VDQ-8312|2|||||2021-07-01|13|Zhangburgh|NM|4|0|1
M_45.86.1|mbr|Q_45.86||P_422|318.3|218RT|3|||||2021-06-02|0|New Matthewhaven|WI|6|0|1
M_45.87.0|mbr|Q_45.87||P_177|467.39|6B IN130|2|||||2021-02-04|11|Hannahchester|OK|1|0|1
M_45.87.1|mbr|Q_45.87||P_157|979.39|4AT57|0|||||2021-11-10|1|North Mariehaven|KY|0|0|0
M_45.88.0|mbr|Q_45.88||P_143|265.94|9B RB468|3|||||2021-03-18|0|New Michael|NV|0|1|1
M_45.89.0|mbr|Q_45.89||P_404|825.33|KRF 025|1|||||2021-02-02|4|Davidmouth|GA|6|1|1
M_45.89.1|mbr|Q_45.89||P_323|740.53|0-81812B|0|||||2021-02-17|1|Mullinsview|MI|5|1|0
M_45.89.2|mbr|Q_45.89||P_303|817.92|673 7GW|2|||||2022-02-28|8|East Dawnburgh|SD|2|0|0
M_45.90.0|mbr|Q_45.90||P_187|705.35|59E 7024|1|||||2021-01-15|2|Port Amandatown|WY|1|1|1
M_45.90.1|mbr|Q_45.90||P_490|674.06|Q93 8PJ|0|||||2021-10-07|4|North Tyler|SD|6|1|1
M_45.90.2|mbr|Q_45.90||P_125|506.25|904L|0|||||2021-07-15|8|New Jeremychester|DC|3|1|0
M_45.92.0|mbr|Q_45.92||P_479|218.77|4R 5553X|2|||||2022-01-19|8|Reesestad|LA|4|1|0
M_45.94.0|mbr|Q_45.94||P_227|462.77|95Z S20|0|||||2022-01-03|13|Robertfurt|AZ|2|1|1
M_45.94.1|mbr|Q_45.94||P_460|503.0|MRT2607|3|||||2022-02-16|11|Shawview|GA|5|0|1
M_45.94.2|mbr|Q_45.94||P_3|767.72|6RY 922|3|||||2021-07-01|13|Stevenburgh|PA|2|0|0
M_45.95.0|mbr|Q_45.95||P_192|489.85|COS 598|2|||||2021-06-05|3|Jillview|AR|2|1|0
M_45.95.1|mbr|Q_45.95||P_405|747.0|870-FKR|3|||||2021-04-15|0|Christopherstad|ME|5|0|1
M_45.97.0|mbr|Q_45.97||P_157|989.41|ZP 81093|3|||||2022-03-21|3|South Ravenview|IL|2|0|1
M_46.1.0|mbr|Q_46.1||P_62|951.5|2VA6749|1|||||2021-06-13|13|Darrenburgh|DE|0|1|0
M_46.1.1|mbr|Q_46.1||P_429|313.83|DGZ-2847|1|||||2021-12-31|7|Caitlinton|ND|1|1|1
M_46.2.0|mbr|Q_46.2||P_114|354.77|027-INXZ|0|||||2022-03-10|9|Nicholemouth|FL|4|0|1
M_46.2.1|mbr|Q_46.2||P_314|426.07|LEG 000|1|||||2021-03-03|7|Dorothyport|AL|2|1|0
M_46.2.2|mbr|Q_46.2||P_143|165.51|N69 3PX|2|||||2021-12-23|0|Lisaview|CA|5|0|1
M_46.3.0|mbr|Q_46.3||P_475|430.96|622-762|1|||||2021-12-31|3|East Andrewbury|IA|1|1|1
M_46.3.1|mbr|Q_46.3||P_92|343.58|HEO 986|0|||||2021-02-27|8|East Amberside|OK|5|0|1
M_46.4.0|mbr|Q_46.4||P_442|988.45|MUO 962|3|||||2022-04-19|4|North Lindamouth|IL|4|0|1
M_46.4.1|mbr|Q_46.4||P_152|986.56|630-AMB|0|||||2022-02-03|12|Theresamouth|NJ|1|0|0
M_46.4.2|mbr|Q_46.4||P_19|157.1|6X 45256|3|||||2021-06-30|1|Laurafort|NE|6|1|0
M_46.5.0|mbr|Q_46.5||P_12|507.99|IAW-3673|3|||||2021-08-16|11|Fisherville|VT|3|1|0
M_46.5.1|mbr|Q_46.5||P_449|406.29|9EL V28|3|||||2021-09-26|7|Susanchester|AK|5|0|0
M_46.7.0|mbr|Q_46.7||P_249|885.74|AOL-3887|0|||||2021-07-13|4|South Christineborough|TN|1|0|1
M_46.7.1|mbr|Q_46.7||P_77|212.35|603 UOC|3|||||2021-01-07|12|Whiteland|TX|4|1|0
M_46.8.0|mbr|Q_46.8||P_379|155.74|WBK-7502|0|||||2022-01-18|3|Murraytown|NY|6|1|1
M_46.8.1|mbr|Q_46.8||P_202|838.34|PO2 M2V|2|||||2022-01-19|7|New William|MS|5|1|1
M_46.10.0|mbr|Q_46.10||P_415|789.35|122D5|1|||||2021-07-25|13|Stevenshire|NJ|4|0|1
M_46.12.0|mbr|Q_46.12||P_312|242.37|M 926351|3|||||2021-09-24|4|Scottfort|MA|1|0|0
M_46.13.0|mbr|Q_46.13||P_53|959.07|YFU2437|2|||||2021-04-11|13|Mitchellside|NM|4|0|1
M_46.13.1|mbr|Q_46.13||P_143|160.83|85C 7341|2|||||2021-04-13|11|Tiffanyfurt|MD|1|1|1
M_46.13.2|mbr|Q_46.13||P_82|800.95|6163 PB|3|||||2022-02-26|11|South David|DC|3|1|1
M_46.16.0|mbr|Q_46.16||P_345|508.4|O00 4LF|2|||||2021-03-12|8|Donovanshire|CA|4|0|0
M_46.16.1|mbr|Q_46.16||P_255|645.39|QCU5302|0|||||2021-04-20|7|South Shawna|ID|6|1|0
M_46.16.2|mbr|Q_46.16||P_227|523.84|SX 7388|1|||||2021-12-27|3|Rhondaport|TN|6|1|0
M_46.18.0|mbr|Q_46.18||P_465|762.4|744-QFS|1|||||2021-11-11|7|West Taylor|NH|2|0|1
M_46.18.1|mbr|Q_46.18||P_493|289.72|WRZ1270|0|||||2022-02-12|13|Rebeccaview|WI|5|1|0
M_46.18.2|mbr|Q_46.18||P_432|813.67|1Q DX951|0|||||2022-04-13|0|Maryside|LA|5|0|0
M_46.19.0|mbr|Q_46.19||P_155|927.31|0TL X89|2|||||2021-02-20|11|New Tina|CA|1|1|0
M_46.20.0|mbr|Q_46.20||P_94|960.09|2YB B49|1|||||2021-02-15|5|Jackieburgh|CO|3|1|0
M_46.20.1|mbr|Q_46.20||P_348|635.74|9-3961V|3|||||2021-09-16|0|New Danielle|FL|1|0|0
M_46.20.2|mbr|Q_46.20||P_183|162.13|JEJ-9426|1|||||2021-05-13|3|Youngmouth|LA|6|0|0
M_46.22.0|mbr|Q_46.22||P_43|733.99|787-KMU|3|||||2021-10-23|5|Escobarberg|HI|2|1|1
M_46.22.1|mbr|Q_46.22||P_12|665.99|08U 5435|1|||||2022-03-07|8|Dianechester|MI|6|0|0
M_46.22.2|mbr|Q_46.22||P_246|990.39|84-2681L|1|||||2021-12-18|11|Sarahfurt|TX|3|0|0
M_46.23.0|mbr|Q_46.23||P_156|473.04|854 LX0|0|||||2021-07-25|0|Lake Jamesburgh|NH|2|1|0
M_46.24.0|mbr|Q_46.24||P_499|169.95|367FJC|3|||||2022-04-02|2|Swansonton|CT|3|1|1
M_46.24.1|mbr|Q_46.24||P_259|208.97|PI7 2054|2|||||2021-02-12|2|Nunezport|NH|3|0|1
M_46.25.0|mbr|Q_46.25||P_462|610.44|038-WEX|1|||||2022-01-03|9|Smithville|VT|0|1|1
M_46.25.1|mbr|Q_46.25||P_61|157.17|18H•602|3|||||2021-04-16|12|Wilsonbury|WV|4|0|0
M_46.28.0|mbr|Q_46.28||P_216|497.54|ZIS 478|3|||||2021-09-15|3|Johnbury|AR|6|0|0
M_46.29.0|mbr|Q_46.29||P_147|617.61|919SKV|1|||||2021-05-29|2|Janefort|MN|6|1|0
M_46.29.1|mbr|Q_46.29||P_241|255.65|4RG 283|3|||||2021-01-02|10|South Phillipberg|AL|1|1|1
M_46.29.2|mbr|Q_46.29||P_449|834.61|3RJ S96|2|||||2021-10-12|4|North Amanda|CT|6|1|0
M_46.30.0|mbr|Q_46.30||P_216|213.18|0U 03306|3|||||2021-02-07|3|Maryport|NJ|2|0|0
M_46.31.0|mbr|Q_46.31||P_455|539.35|0VN3586|3|||||2021-03-15|9|Kathyfort|NM|4|1|0
M_46.31.1|mbr|Q_46.31||P_201|876.7|AAR-3706|3|||||2021-04-10|12|Johnland|MN|4|0|0
M_46.31.2|mbr|Q_46.31||P_176|652.42|981K|0|||||2021-05-19|13|Elizabethmouth|WI|5|0|0
M_46.32.0|mbr|Q_46.32||P_43|299.9|SA8 8574|2|||||2021-06-13|3|New Carolville|TN|2|1|0
M_46.32.1|mbr|Q_46.32||P_458|657.89|8U DG634|2|||||2021-12-24|0|New Joshua|WV|4|0|0
M_46.32.2|mbr|Q_46.32||P_202|105.14|298 ILN|0|||||2021-07-22|11|New Shawn|NY|0|0|0
M_46.33.0|mbr|Q_46.33||P_233|217.64|355 OWK|2|||||2021-09-08|12|South Seth|TN|5|1|0
M_46.33.1|mbr|Q_46.33||P_362|465.11|SYM A95|2|||||2022-04-11|3|Hughesside|OH|6|1|0
M_46.34.0|mbr|Q_46.34||P_146|782.96|7-93344|1|||||2021-01-09|5|East Stephanie|NE|4|1|0
M_46.35.0|mbr|Q_46.35||P_1|874.11|7NL 670|2|||||2021-10-08|2|Perezshire|AR|4|1|1
M_46.35.1|mbr|Q_46.35||P_69|336.74|A63 1EX|3|||||2021-02-02|5|West Bradley|KS|4|1|1
M_46.38.0|mbr|Q_46.38||P_227|112.24|TFS 661|1|||||2021-01-14|5|South Monica|IA|6|1|1
M_46.38.1|mbr|Q_46.38||P_445|842.53|461 GHW|3|||||2021-01-11|5|Port Anthony|FL|5|0|1
M_46.41.0|mbr|Q_46.41||P_485|629.8|XPX L66|2|||||2021-03-19|2|Ericville|NV|0|0|1
M_46.42.0|mbr|Q_46.42||P_76|704.33|347-592|3|||||2022-04-17|9|Christineton|OK|0|0|1
M_46.43.0|mbr|Q_46.43||P_469|575.93|ZJJ-377|1|||||2022-03-12|13|West Francisco|MS|3|1|0
M_46.46.0|mbr|Q_46.46||P_293|184.15|OPM 487|0|||||2021-12-16|9|Lake Heatherport|PA|0|1|1
M_46.46.1|mbr|Q_46.46||P_25|437.34|7ZK5804|3|||||2021-03-20|8|Lake Davidberg|MS|0|1|0
M_46.46.2|mbr|Q_46.46||P_286|344.75|KSH 832|1|||||2022-02-23|5|Longville|AR|5|1|1
M_46.47.0|mbr|Q_46.47||P_323|157.54|XMI 887|1|||||2021-12-05|7|Marilynborough|KS|3|1|1
M_46.47.1|mbr|Q_46.47||P_76|165.56|479P4|0|||||2021-03-12|13|Villaland|SD|4|0|1
M_46.48.0|mbr|Q_46.48||P_20|579.57|CKJ4367|1|||||2022-04-16|12|East Danielland|AR|6|1|0
M_46.48.1|mbr|Q_46.48||P_148|476.9|3R QW958|3|||||2021-02-14|5|East Johnport|CA|1|0|1
M_46.48.2|mbr|Q_46.48||P_487|364.65|OQ8 9405|3|||||2022-04-26|7|West Carriemouth|RI|5|1|0
M_46.49.0|mbr|Q_46.49||P_72|258.04|V70-UZV|1|||||2022-02-08|13|Lake Robertbury|MI|4|1|1
M_46.49.1|mbr|Q_46.49||P_449|747.64|947063|0|||||2021-02-07|9|East Toni|MO|5|1|0
M_46.50.0|mbr|Q_46.50||P_167|705.1|171417|1|||||2021-07-23|6|New Jerrytown|MI|3|0|1
M_46.51.0|mbr|Q_46.51||P_391|616.25|2V 43885|3|||||2021-03-27|4|Jonesburgh|MS|1|0|0
M_46.51.1|mbr|Q_46.51||P_174|215.16|55-C107|1|||||2021-02-06|2|Port Carlamouth|SD|3|1|1
M_46.51.2|mbr|Q_46.51||P_176|936.14|DD8 9236|0|||||2022-02-01|8|Laneland|SC|3|1|1
M_46.53.0|mbr|Q_46.53||P_432|587.77|727 OHA|1|||||2021-03-23|0|East Monicaberg|ID|6|0|1
M_46.53.1|mbr|Q_46.53||P_174|368.23|2HY 953|0|||||2022-04-18|11|New Leslie|MA|2|1|0
M_46.54.0|mbr|Q_46.54||P_127|858.14|KPN 961|1|||||2021-07-12|0|West Cynthia|AK|4|0|1
M_46.54.1|mbr|Q_46.54||P_160|251.98|AHS-6370|2|||||2021-11-03|8|Lake Jacobborough|MI|0|0|1
M_46.54.2|mbr|Q_46.54||P_134|605.94|2RI1165|1|||||2021-11-25|9|Fieldsshire|MO|5|1|0
M_46.55.0|mbr|Q_46.55||P_487|686.59|KUO-835|0|||||2021-02-03|5|Port Julieshire|AK|3|1|0
M_46.56.0|mbr|Q_46.56||P_249|963.46|RO 65678|1|||||2021-11-09|11|North Kathleenton|MN|4|0|0
M_46.56.1|mbr|Q_46.56||P_351|238.36|AEF 698|0|||||2021-08-24|1|New Toddfort|NH|6|1|1
M_46.56.2|mbr|Q_46.56||P_41|663.86|HPN 730|2|||||2022-01-11|4|Stevenhaven|CT|2|0|1
M_46.57.0|mbr|Q_46.57||P_312|318.63|922-QFJP|2|||||2021-07-15|3|South Lancehaven|AR|5|0|0
M_46.58.0|mbr|Q_46.58||P_147|380.65|122 CBJ|3|||||2021-12-12|4|New Lauren|IA|2|1|0
M_46.59.0|mbr|Q_46.59||P_376|587.6|72K•019|0|||||2021-03-23|10|Monteshaven|SD|2|0|1
M_46.60.0|mbr|Q_46.60||P_6|862.47|954 XY1|0|||||2021-07-25|10|Elainetown|KY|3|0|1
M_46.60.1|mbr|Q_46.60||P_416|155.41|7ZK1353|2|||||2021-02-28|13|Johnport|MO|6|0|0
M_46.61.0|mbr|Q_46.61||P_276|662.56|Z86 3MA|3|||||2021-07-24|6|Lake Jennahaven|KY|0|1|1
M_46.61.1|mbr|Q_46.61||P_64|688.19|AMO 067|3|||||2021-04-07|11|Sheabury|NE|6|0|1
M_46.62.0|mbr|Q_46.62||P_261|686.82|486 QCP|1|||||2022-04-19|0|Sarahburgh|FL|5|1|1
M_46.62.1|mbr|Q_46.62||P_496|446.38|MGS-0781|0|||||2022-01-16|13|Keithfort|NC|3|0|0
M_46.62.2|mbr|Q_46.62||P_449|887.19|H98-JWB|2|||||2021-12-31|5|New Curtisborough|OH|6|1|0
M_46.63.0|mbr|Q_46.63||P_115|690.36|U82-PRA|1|||||2021-03-03|10|Turnerview|ND|0|1|0
M_46.66.0|mbr|Q_46.66||P_437|880.05|FCK 328|2|||||2021-06-27|10|Longborough|AZ|4|0|1
M_46.67.0|mbr|Q_46.67||P_272|584.69|5-57103G|1|||||2021-09-24|2|Lake Ericbury|WY|5|0|1
M_46.67.1|mbr|Q_46.67||P_104|867.05|UJZ-9123|2|||||2021-07-07|1|South Hannah|IL|5|1|0
M_46.67.2|mbr|Q_46.67||P_2|313.58|MM 0495|1|||||2021-09-02|3|Port Sherryville|WA|4|0|0
M_46.68.0|mbr|Q_46.68||P_293|975.79|4L A9953|0|||||2022-01-10|0|East Eric|KY|3|1|1
M_46.69.0|mbr|Q_46.69||P_162|747.4|QMV 848|3|||||2022-02-16|13|East Kenneth|PA|4|0|0
M_46.70.0|mbr|Q_46.70||P_423|557.57|318 AJJ|3|||||2022-03-28|6|Johnsonberg|ND|2|0|0
M_46.70.1|mbr|Q_46.70||P_49|617.78|574 OWV|2|||||2021-02-20|9|South Douglas|AK|0|0|0
M_46.72.0|mbr|Q_46.72||P_169|828.55|JSY-607|0|||||2021-06-09|12|Port Patrickmouth|OK|5|1|1
M_46.73.0|mbr|Q_46.73||P_209|453.84|32-78433|0|||||2021-08-14|10|North Austin|HI|3|0|0
M_46.73.1|mbr|Q_46.73||P_493|674.88|MJI 858|0|||||2021-01-08|12|Harrisside|KS|2|0|0
M_46.73.2|mbr|Q_46.73||P_205|220.29|152 6JY|3|||||2021-03-30|10|Lake Lisamouth|AL|2|1|1
M_46.74.0|mbr|Q_46.74||P_191|980.6|7MCG 09|2|||||2022-02-16|1|Nguyenville|IN|4|1|1
M_46.74.1|mbr|Q_46.74||P_256|391.73|6LII 95|3|||||2022-02-11|12|Drakeville|MO|4|0|0
M_46.74.2|mbr|Q_46.74||P_84|811.88|9B 3E9BVJ|1|||||2021-12-18|2|Lisafurt|MO|0|1|0
M_46.75.0|mbr|Q_46.75||P_376|988.01|336JRA|3|||||2021-11-07|6|Rodriguezmouth|AL|2|0|1
M_46.78.0|mbr|Q_46.78||P_466|856.98|EQO2810|1|||||2022-01-26|12|South Martin|MD|3|0|0
M_46.78.1|mbr|Q_46.78||P_495|946.26|658-888|3|||||2021-09-17|9|South Carolynhaven|RI|5|1|0
M_46.78.2|mbr|Q_46.78||P_169|150.8|553GDJ|1|||||2022-03-28|0|Amandafort|MO|2|0|1
M_46.79.0|mbr|Q_46.79||P_411|832.37|979 JXE|2|||||2022-03-06|10|Hartmanmouth|ID|1|0|0
M_46.80.0|mbr|Q_46.80||P_477|984.84|77-66892|1|||||2021-07-22|1|West David|GA|0|1|0
M_46.80.1|mbr|Q_46.80||P_487|739.15|704 LYP|3|||||2022-04-21|13|Port Richard|MN|6|1|0
M_46.81.0|mbr|Q_46.81||P_367|796.5|LVC 797|0|||||2021-12-04|2|Lake Jennifer|ID|3|0|0
M_46.82.0|mbr|Q_46.82||P_336|226.87|26K I19|1|||||2021-02-06|2|Port Malik|MO|1|1|0
